formula,element_1,element_2,composition_1,composition_2,melting_point,boiling_point,density,electronegativity,atomic_radius,electronegativity_difference,element_3,composition_3,alloy_type
Y0.511Os0.489,Y,Os,0.5114472496677442,0.48855275033225576,2704.8166216123323,4725.339011247366,13845.640615368464,1.6987816953256107,1.5557236248338722,0.9800000000000002,,,binary
Sc0.489Mg0.511,Sc,Mg,0.48944376733214656,0.5105562326678534,1223.9421735039682,2269.8978996524697,2070.5149902964067,1.3344721883666075,1.5489443767332147,0.050000000000000044,,,binary
Cd0.254Tb0.746,Cd,Tb,0.25400991034694165,0.7459900896530584,1331.6242306976237,3173.574197888315,8992.009740195424,1.2498658471046955,1.6991980179306116,0.5899999999999999,,,binary
Sc0.859Fe0.141,Sc,Fe,0.8585694557187344,0.14143054428126556,1816.3292499444426,2804.474477347596,3913.8012792133445,1.426472355812195,1.5717138911437472,0.47,,,binary
Zr0.527La0.473,Zr,La,0.5265646577318346,0.4734353422681654,1688.6043485299613,3254.2234230630943,6834.242231368068,1.2211098712783222,1.7393741369072662,0.22999999999999998,,,binary
Gd0.269Mn0.731,Gd,Mn,0.26862517994842006,0.7313748200515799,1533.0053313860208,2972.4531926310033,6754.929611928869,1.455981187018053,1.507450071979368,0.3500000000000001,,,binary
Gd0.792Tc0.208,Gd,Tc,0.7919606845701049,0.20803931542989507,1201.4413674272348,3838.3742805623756,8901.928306280259,1.3456275208009265,1.7063823080565474,0.7,,,binary
Hg0.264Co0.736,Hg,Co,0.2644636543855322,0.7355363456144678,1132.060722523092,2273.6857576327484,8349.914359591974,1.9117356385262638,1.3896695481578298,0.1200000000000001,,,binary
Er0.720Lu0.280,Er,Lu,0.7201653923704491,0.2798346076295509,1780.2967228244397,3530.948737773708,8678.8726432651,1.2483950382288866,1.75,0.030000000000000027,,,binary
Tb0.698Mn0.302,Tb,Mn,0.6975126605394097,0.30248733946059025,1262.171242224105,3095.7712990206132,7780.154211702404,1.2361193027572657,1.6441294311887935,0.44999999999999996,,,binary
Zn0.467Ti0.533,Zn,Ti,0.4673801882080334,0.5326198117919666,1303.2740947487935,2419.575258180127,5889.238917152598,1.5914118207028838,1.3766309905895984,0.10999999999999988,,,binary
W0.170V0.830,W,V,0.17001671834735888,0.8299832816526411,2403.4357620997234,3533.8806528029017,8749.693225930729,1.7541122043935717,1.35,0.73,,,binary
Cr0.735Nb0.265,Cr,Nb,0.7353718295807122,0.26462817041928777,1876.4710696572592,2776.4716422282086,8074.165098331418,1.6441223097748427,1.4132314085209643,0.05999999999999983,,,binary
Ce0.560Mn0.440,Ce,Mn,0.5599698354102333,0.44003016458976674,1330.6653693363337,3043.82979444953,6051.291573822951,1.3092129707735998,1.651986425934605,0.42999999999999994,,,binary
Ru0.426Pd0.574,Ru,Pd,0.42610622279663446,0.5738937772033655,2007.0591254429505,3643.473821434668,10228.518834716398,2.2,1.3573893777203365,0.0,,,binary
Mg0.424Gd0.576,Mg,Gd,0.42355841656342175,0.5764415834365783,1208.1903296403323,2778.2489972579438,6045.7410076532215,1.2465914258219764,1.6729324750309735,0.1100000000000001,,,binary
Ta0.412Ti0.588,Ta,Ti,0.4116014937955066,0.5883985062044934,2391.5489975857467,4790.495501198808,7685.748115448269,1.5235359402481796,1.4205800746897754,0.040000000000000036,,,binary
Ni0.105La0.895,Ni,La,0.1047191419686242,0.8952808580313758,1331.3918325135344,3388.4428617924555,6633.018374658288,1.1848225049945857,1.8871685148188255,0.8099999999999998,,,binary
Yb0.151Eu0.849,Yb,Eu,0.15059007260775914,0.8494099273922409,1071.4782909011706,1981.2475626307748,4967.6674382255605,1.184940992739224,1.8349409927392242,0.09999999999999987,,,binary
Lu0.136Nd0.864,Lu,Nd,0.13641348302890074,0.8635865169710992,1469.4447608880555,3318.7675211894616,7100.618636846245,1.157733752793757,1.8363586516971098,0.13000000000000012,,,binary
Mn0.842Re0.158,Mn,Re,0.842438200133067,0.15756179986693297,1791.1226254091368,2646.4984779680285,9591.420384472336,1.6051466299534267,1.392121910006653,0.34999999999999987,,,binary
Co0.730Cd0.270,Co,Cd,0.7295135181300559,0.27048648186994406,1441.4212002095649,2678.8515978184487,8907.016521710204,1.8286075684447107,1.4040972963739888,0.18999999999999995,,,binary
Hf0.169Sm0.831,Hf,Sm,0.16920417715023417,0.8307958228497658,1664.4526042873324,2785.245309043534,7482.528452320189,1.1919965430295303,1.7992387468549298,0.13000000000000012,,,binary
Mg0.416Ir0.584,Mg,Ir,0.4160906065828941,0.5839093934171059,2155.6900116188676,2919.1643063047964,14768.696555860613,1.8296793601412245,1.412413590987434,0.8900000000000001,,,binary
Dy0.479Ti0.521,Dy,Ti,0.47919014189436115,0.5208098581056388,1928.4716831841213,2600.497947705709,6504.768616415351,1.3866591545938043,1.5677165496630263,0.32000000000000006,,,binary
La0.209Ru0.791,La,Ru,0.20910516826363745,0.7908948317363625,2203.0406004703527,3955.9956101073662,12563.724310888118,1.969984314909999,1.4359183593713645,1.1,,,binary
Pt0.336La0.664,Pt,La,0.335982775450553,0.664017224549447,1381.4308859896464,3550.8290297820545,11251.454580208134,1.4964596750316526,1.7484103347296682,1.1799999999999997,,,binary
Gd0.338Zn0.662,Gd,Zn,0.33844520257287647,0.6615547974271235,1062.8757616150185,1945.0301678473309,8260.386035203275,1.4976996588422056,1.5023003411577944,0.44999999999999996,,,binary
Yb0.399Tb0.601,Yb,Tb,0.3985044119202592,0.6014955880797408,1492.234673336096,2105.9712562452237,7161.490389897378,1.1,1.75,0.0,,,binary
Al0.800Ce0.200,Al,Ce,0.7998135420982226,0.20018645790177736,906.4417080459065,3102.2647574411917,2580.2400417989697,1.5119086356281293,1.3701118747410663,0.49,,,binary
Zn0.133Ni0.867,Zn,Ni,0.13341851237434046,0.8665814876256596,1995.1283345840884,3073.3351264608523,8801.22376249447,1.8753111867826715,1.3500000000000003,0.26,,,binary
Pr0.415Sm0.585,Pr,Sm,0.41526536069602993,0.5847346393039701,1440.3074046709648,3324.762714707825,7671.394373033521,1.1533893855721586,1.85,0.040000000000000036,,,binary
Ce0.344Fe0.656,Ce,Fe,0.3437529218796067,0.6562470781203933,1703.1881453391918,3348.732723065791,7360.980421483602,1.5859354254654794,1.5546888148458229,0.71,,,binary
Lu0.375Yb0.625,Lu,Yb,0.3750813198789176,0.6249186801210824,1340.5959204492642,2106.718605795874,7261.233592425776,1.163763824379416,1.75,0.16999999999999993,,,binary
Au0.781Tb0.219,Au,Tb,0.7811670810732406,0.21883291892675938,1211.9229034728621,3186.4823761632424,14032.216948865049,2.2248805967454666,1.4375331675707037,1.44,,,binary
Zn0.247Zr0.753,Zn,Zr,0.24719417822830653,0.7528058217716935,1807.0505177046605,3802.4610434818524,6764.439336401402,1.409102137033058,1.5005611643543388,0.31999999999999984,,,binary
Eu0.255Pd0.745,Eu,Pd,0.2554609722770603,0.7445390277229397,1556.0822944142153,3751.9579118885454,11690.956633850868,1.9445390277229397,1.514957437524677,1.0000000000000002,,,binary
Nb0.740Dy0.260,Nb,Dy,0.7397280428844252,0.2602719571155748,2163.919206169566,4554.023282366897,8044.294237520162,1.5010966562960817,1.5280815871346725,0.3800000000000001,,,binary
Cr0.469Ce0.531,Cr,Ce,0.46901216295167514,0.5309878370483249,1428.285759994535,2866.3067822175503,7198.776671253426,1.3732665679939045,1.6389445266717462,0.5399999999999998,,,binary
Ce0.333Mn0.667,Ce,Mn,0.3325221340160683,0.6674778659839318,1275.749347695546,3033.6417284693384,7926.847024677032,1.4070154823730907,1.5496349603072308,0.42999999999999994,,,binary
Mn0.179Pd0.821,Mn,Pd,0.17856192110429758,0.8214380788957024,2016.4419711527994,2812.833574088705,11742.892782802339,2.083934751282207,1.4,0.6500000000000001,,,binary
Yb0.490Nd0.510,Yb,Nd,0.48975232810699887,0.5102476718930011,1274.8839277766733,2324.787835154777,6171.245507104954,1.12040990687572,1.8010247671893003,0.039999999999999813,,,binary
W0.203Re0.797,W,Re,0.20257211727676128,0.7974278827232387,4071.234856583204,5994.022926941798,21975.4487723369,1.9931831739473103,1.35,0.45999999999999996,,,binary
Tb0.180Rh0.820,Tb,Rh,0.18003604582033833,0.8199639541796617,1952.6382818189486,3410.6786170423875,11022.679361488113,2.067557465932001,1.4220144183281354,1.1799999999999997,,,binary
Eu0.820Mn0.180,Eu,Mn,0.8200948726743374,0.17990512732566255,1159.9930954960582,1694.285845611513,5638.911941886801,1.2629667945639818,1.769042692703452,0.3500000000000001,,,binary
Ta0.461Ba0.539,Ta,Ba,0.46051678257194806,0.5394832174280519,1707.6659536494465,3370.2387852786665,10202.661549874985,1.1709152373688883,1.8276382521996362,0.61,,,binary
Eu0.345Dy0.655,Eu,Dy,0.34454039152537663,0.6554596084746234,1569.172284017377,2384.4267983580517,6657.278228638224,1.2131091921694925,1.7844540391525379,0.020000000000000018,,,binary
Nd0.552Zn0.448,Nd,Zn,0.5524416063240879,0.4475583936759121,921.0652994634565,2302.237175821143,7400.250056636324,1.368254780774715,1.626220803162044,0.51,,,binary
Os0.867Ta0.133,Os,Ta,0.8669271375436031,0.13307286245639693,3610.5512208611954,5078.986533942722,19300.324493821034,2.1068489962805224,1.3199609293684595,0.7000000000000002,,,binary
Zr0.351Al0.649,Zr,Al,0.3505718245874353,0.6494281754125647,1388.4574111852917,3170.083942948645,3826.8609439425945,1.5118398891155183,1.3551715473762305,0.28,,,binary
Ru0.692Tm0.308,Ru,Tm,0.6918529727508934,0.3081470272491066,2677.150299149499,4054.837598795634,11611.031615119877,1.9072603241133488,1.438666162262098,0.9500000000000002,,,binary
Hg0.772Ag0.228,Hg,Ag,0.7720880470245243,0.22791195297547573,403.561135857538,1063.3009044248784,2644.856107825617,1.9840461632917168,1.5227911952975475,0.07000000000000006,,,binary
Cu0.686Ho0.314,Cu,Ho,0.6863782366011317,0.31362176339886827,1420.3292550847618,3558.665410954671,10028.858164608828,1.6898734185227582,1.4754487053595473,0.6699999999999999,,,binary
Sr0.456Ca0.544,Sr,Ca,0.45628637885297296,0.543713621147027,1265.9131950677302,1762.6693682236332,2162.7810364518027,0.9771856810573514,1.8912572757705948,0.050000000000000044,,,binary
Hf0.541Ba0.459,Hf,Ba,0.5413374609281577,0.4586625390718423,2071.965159915784,3784.542628494142,8373.263882004672,1.1119483589805448,1.8251975234431055,0.41000000000000003,,,binary
Nb0.585Tb0.415,Nb,Tb,0.5853021328566891,0.4146978671433109,2182.626104717567,4493.852715351609,7337.215186750147,1.3926510664283445,1.5744093601429934,0.5,,,binary
Ag0.813Cu0.187,Ag,Cu,0.8130376311458232,0.18696236885417683,1239.8759691774312,2860.7189335415296,7962.163866718191,1.9243911289343745,1.5532594077864559,0.030000000000000027,,,binary
Mo0.687Pd0.313,Mo,Pd,0.686835693635558,0.31316430636444204,2954.622389962535,4879.537526439166,10328.111321500093,2.172526572254578,1.4343417846817779,0.040000000000000036,,,binary
Gd0.682Mn0.318,Gd,Mn,0.6819402937614915,0.31805970623850854,1648.9948228071755,3145.8169149416995,8718.870489540823,1.311320897183478,1.6727761175045965,0.3500000000000001,,,binary
Ti0.605Sc0.395,Ti,Sc,0.605301195569004,0.39469880443099603,2076.68617880677,2906.451574115438,4135.668881632633,1.4689542152024209,1.4789397608861992,0.17999999999999994,,,binary
Nd0.715Pt0.285,Nd,Pt,0.7153602039220113,0.2846397960779887,1477.8589680356372,3609.0126430259115,10076.161676991856,1.464489367528907,1.7076801019610057,1.14,,,binary
Tc0.541V0.459,Tc,V,0.5412751988209267,0.4587248011790733,2721.6850103173156,4575.458809857261,8359.646876955987,1.77614430368165,1.35,0.27,,,binary
La0.623Sr0.377,La,Sr,0.6231265114259555,0.37687348857404446,987.0806505105137,2842.0799262101973,5030.382751607054,1.0434689767138934,1.9688436744287021,0.15000000000000013,,,binary
Zn0.414Os0.586,Zn,Os,0.4139986766773859,0.5860013233226141,2277.512895269029,4034.8506466902013,17485.540175331167,1.9723007278274378,1.3206999338338694,0.5500000000000003,,,binary
Nd0.786Yb0.214,Nd,Yb,0.7857313233077476,0.21426867669225236,1375.7444018595043,3061.946126164071,5812.841781427717,1.1314292529323098,1.8285731323307748,0.039999999999999813,,,binary
Cu0.501Ca0.499,Cu,Ca,0.5008985371018171,0.4991014628981829,1212.4029960832754,2742.6772811478822,5214.615845749001,1.4508086833916354,1.5745956583041822,0.8999999999999999,,,binary
Fe0.391Pt0.609,Fe,Pt,0.3910924464593367,0.6089075535406633,2049.4599366026287,3602.381051656482,14281.725600150572,2.1040083990932983,1.3695546223229669,0.44999999999999973,,,binary
Al0.291Dy0.709,Al,Dy,0.29110464363087313,0.7088953563691269,1444.640340473764,2913.3646182273,6398.748386423846,1.3335308110160407,1.6044476781845636,0.3900000000000001,,,binary
Eu0.233Ho0.767,Eu,Ho,0.23267484162572663,0.7673251583742734,1548.8617445714854,2460.3152883164475,8860.67235282448,1.2230197547512283,1.7732674841625728,0.030000000000000027,,,binary
Sc0.457Cu0.543,Sc,Cu,0.4569763550712014,0.5430236449287986,1520.1370032730172,3614.1154811404062,7156.8683535307,1.6532327682615513,1.4642440887678005,0.5399999999999998,,,binary
Nb0.859Pr0.141,Nb,Pr,0.8589694652903826,0.14103053470961735,2512.0057743545162,4326.681961515668,6566.9724183509215,1.53371564868648,1.506412213883847,0.4700000000000002,,,binary
Dy0.689Zn0.311,Dy,Zn,0.6887358470678595,0.3112641529321405,1170.6186975920946,2004.118254346193,9229.994138325226,1.3538435857608202,1.625494338827144,0.42999999999999994,,,binary
Sr0.132Re0.868,Sr,Re,0.13233586084138818,0.8676641391586118,3176.574181833339,5518.268762458829,14459.392756211419,1.7742809322006812,1.4360183095469023,0.95,,,binary
Ba0.150Ru0.850,Ba,Ru,0.15028892913077538,0.8497110708692246,2082.10844623922,4442.30006122253,11354.993973730956,2.0031215028386846,1.427745589761159,1.31,,,binary
Os0.134Ru0.866,Os,Ru,0.1342467526709175,0.8657532473290825,2661.0807120019313,4795.08687136917,15993.039590084141,2.2,1.3,0.0,,,binary
Tc0.826Y0.174,Tc,Y,0.8261808740583686,0.1738191259416314,2269.031203724012,4406.8818789690795,10476.357984093562,1.7818029943596907,1.4282186066737343,0.6799999999999999,,,binary
Os0.476Ir0.524,Os,Ir,0.4757393832081672,0.5242606167918328,3728.4688366115815,3933.597626955042,24177.170408785725,2.2,1.3262130308395919,0.0,,,binary
Ca0.132V0.868,Ca,V,0.13192375886791813,0.8680762411320819,2018.6615960236816,3620.5042096804614,5146.318743656128,1.5468880319132114,1.4093656914905632,0.6299999999999999,,,binary
Tb0.183Ta0.817,Tb,Ta,0.18258001031718402,0.817419989682816,2972.1100476636384,5702.9817927158765,19814.483168342922,1.4269679958731265,1.5047740030951553,0.3999999999999999,,,binary
Y0.764Gd0.236,Y,Gd,0.7637177245229203,0.2362822754770797,1889.7155164500427,3284.336142655366,5058.373078140693,1.2152743544904583,1.8,0.020000000000000018,,,binary
Lu0.563Pd0.437,Lu,Pd,0.5629051479360465,0.4370948520639535,1797.262841538134,2857.6721283873203,10438.417155680389,1.6764982124194767,1.5970168017776163,0.9300000000000002,,,binary
Pr0.401Nb0.599,Pr,Nb,0.4013276556353289,0.5986723443646711,2287.3298266779325,3868.542653818265,8612.775735300327,1.4113760018513954,1.6105310622541316,0.4700000000000002,,,binary
Ir0.570Os0.430,Ir,Os,0.5701430598100218,0.4298569401899782,3128.2188899143925,4588.441435524952,22312.484443809586,2.2,1.3285071529905013,0.0,,,binary
Mn0.301Y0.699,Mn,Y,0.30126912818150975,0.6987308718184903,1988.700036812637,3461.4423654054103,5379.926240725831,1.3194188122998982,1.679492348727396,0.33000000000000007,,,binary
Ru0.425Y0.575,Ru,Y,0.4246737620407224,0.5753262379592776,2091.221391241861,3984.980912206581,7425.563457209816,1.636180286799908,1.587663118979639,0.9800000000000002,,,binary
Re0.734Ba0.266,Re,Ba,0.7341259627467995,0.26587403725320047,2214.788097670403,5874.59987969479,16618.727911037862,1.6314672223742674,1.5626992298025604,1.0099999999999998,,,binary
Sm0.501Al0.499,Sm,Al,0.5014695875765934,0.49853041242340657,1185.2221884590144,2418.8591221716215,4663.328858903395,1.3893533814662988,1.5508817525459562,0.44000000000000017,,,binary
Cu0.232Mg0.768,Cu,Mg,0.23248465794319373,0.7675153420568063,1005.0372496709323,1503.7707680441256,4183.66867533062,1.4471659481864845,1.4651273013085209,0.5899999999999999,,,binary
Mn0.615Sc0.385,Mn,Sc,0.6147816019106478,0.3852183980893522,1431.0881312095933,2358.801776017225,5489.485640430446,1.476808504363023,1.4770436796178705,0.18999999999999995,,,binary
Tc0.250Zn0.750,Tc,Zn,0.2495245406470141,0.7504754593529859,1271.2449989428405,2020.8311833978153,7210.843488381952,1.7123811351617535,1.35,0.25,,,binary
Os0.674Sm0.326,Os,Sm,0.6738421667632764,0.32615783323672365,3000.86183261047,4548.183859208354,18583.27590827686,1.8640574317661747,1.4793868082801982,1.0300000000000002,,,binary
Ni0.284Dy0.716,Ni,Dy,0.2842770660794597,0.7157229339205403,1814.865292473344,3641.909555926468,10543.137410797166,1.4161511755948273,1.6362891735682161,0.69,,,binary
W0.191Yb0.809,W,Yb,0.1906709580511847,0.8093290419488153,1483.0131284106776,2673.6501292204284,9332.088118880753,1.3402454071444927,1.6737316167795262,1.2599999999999998,,,binary
Ho0.483Sr0.517,Ho,Sr,0.4832169306916233,0.5167830693083767,1449.42157519776,1912.060632511657,5513.462450237464,1.0853007405936546,1.879195767327094,0.28,,,binary
Nd0.618Zr0.382,Nd,Zr,0.617807387312442,0.382192612687558,1483.3633967130245,4194.021333487252,7406.050598522106,1.212616596410636,1.7353422161937326,0.19000000000000017,,,binary
Au0.295Ti0.705,Au,Ti,0.2949362459370156,0.7050637540629844,1397.2330544064137,3425.3181681466067,9865.082130636758,1.8349362459370155,1.385253187703149,1.0,,,binary
Cu0.574Pr0.426,Cu,Pr,0.5738781282969065,0.42612187170309346,1269.794408037681,3599.259925558446,8227.563972354159,1.571886158788618,1.5630609358515468,0.77,,,binary
Cu0.510Gd0.490,Cu,Gd,0.510114252800887,0.48988574719911304,1519.279589913897,3267.1192024569973,7396.34727857416,1.5570799769606207,1.570448586239601,0.7,,,binary
Pr0.145Zn0.855,Pr,Zn,0.14472960332835536,0.8552703966716446,681.2113061517865,1633.0591460424366,7081.387583496168,1.574740606269255,1.422364801664178,0.52,,,binary
Pd0.513Nb0.487,Pd,Nb,0.5133125541105171,0.4866874458894829,2245.215694798315,3928.877143995071,10026.827654899766,1.9079875324663105,1.4243343722944741,0.6000000000000001,,,binary
Pt0.875Sm0.125,Pt,Sm,0.875394949696092,0.124605050303908,2159.2570440969043,3717.1120855055387,16779.54493374022,2.141688394162662,1.412302525151954,1.1099999999999999,,,binary
Gd0.803Ti0.197,Gd,Ti,0.8028071863624292,0.1971928136375708,1778.2899312591708,3457.9686046636048,7254.432225214231,1.267045556636774,1.7211228745449718,0.3400000000000001,,,binary
Yb0.757Dy0.243,Yb,Dy,0.7570426480976022,0.24295735190239776,1437.7658804229309,1798.3893226657915,7255.210554575595,1.129154882228288,1.75,0.11999999999999988,,,binary
Fe0.459Tc0.541,Fe,Tc,0.45936268929556545,0.5406373107044345,1892.6982464510725,3807.5362629866386,10433.780189047357,1.8678446117493104,1.3729681344647782,0.06999999999999984,,,binary
Sr0.275Zr0.725,Sr,Zr,0.27549105185487016,0.7245089481451299,1546.228504193884,3925.375557073284,5496.667907461667,1.2253134002951493,1.6739709733346917,0.3800000000000001,,,binary
Au0.214Sm0.786,Au,Sm,0.21416970965037382,0.7858302903496261,1348.9036988888301,2540.2249721489793,10243.170459728353,1.463412502221012,1.7429151451748133,1.37,,,binary
Nd0.599Nb0.401,Nd,Nb,0.5985693911293074,0.4014306088706926,2158.1973817028043,3632.2420464250235,7612.618761284476,1.3246580800805186,1.6894277564517228,0.4600000000000002,,,binary
Sc0.234Pd0.766,Sc,Pd,0.23417736127487895,0.765822638725121,1840.1729677662431,2862.1739128764857,10853.859131608251,2.003291016529102,1.4468354722549757,0.8400000000000001,,,binary
Ho0.838W0.162,Ho,W,0.8378815558759579,0.16211844412404208,2528.9173016146137,3446.7342619703995,11019.712845639586,1.4131938418601675,1.6851526223503832,1.13,,,binary
Sm0.155Nd0.845,Sm,Nd,0.15507431763299576,0.8449256823670043,1315.468525455461,2945.5289285222852,5632.024979127442,1.1446522295289898,1.85,0.030000000000000027,,,binary
Ir0.187Cu0.813,Ir,Cu,0.1868560911212124,0.8131439088787876,1501.8180372729657,2996.0039159679714,13442.786389135908,1.9560568273363637,1.35,0.30000000000000027,,,binary
Mo0.788Y0.212,Mo,Y,0.7876733536084845,0.21232664639151555,2632.423063372321,4474.993065528819,9851.207127948985,1.9604129523919755,1.5243143262370304,0.9400000000000002,,,binary
Sc0.436Ho0.564,Sc,Ho,0.4358360101372849,0.5641639898627151,1570.4440433754853,2807.7430579512807,6305.425032746726,1.286658681317847,1.6846245984794073,0.13000000000000012,,,binary
Zn0.177Sm0.823,Zn,Sm,0.17703886137856353,0.8229611386214365,1356.0025987408062,2013.564925256454,7496.947783648013,1.2549786534617104,1.7614805693107183,0.48,,,binary
Sr0.580Eu0.420,Sr,Eu,0.5798510374965463,0.4201489625034537,1078.9504846809725,1784.5989345047979,3803.451023303173,1.0550372406258635,1.936977655624482,0.25,,,binary
La0.702Sc0.298,La,Sc,0.7019065208287024,0.2980934791712976,1236.1739182146332,3568.588527396033,4645.00829829867,1.1775043045845375,1.845667282290046,0.26,,,binary
Fe0.628Sr0.372,Fe,Sr,0.6275140889306595,0.3724859110693405,1539.9238900154028,2458.9374879929414,7424.17146686761,1.5022123982589803,1.6234915466416042,0.8800000000000001,,,binary
Sm0.762La0.238,Sm,La,0.7620174229216587,0.23798257707834125,1303.605165026981,2125.488257412944,6970.946579621907,1.153341219604516,1.873798257707834,0.06999999999999984,,,binary
Ho0.445Tb0.555,Ho,Tb,0.4451974601867451,0.5548025398132549,1762.7770535260997,3824.1348393234357,7975.84726138396,1.157875669824277,1.75,0.1299999999999999,,,binary
Au0.800Os0.200,Au,Os,0.799859440585603,0.200140559414397,1457.3685170879369,3851.338112833954,17206.44988236057,2.471952209799105,1.3399929720292802,0.33999999999999986,,,binary
Er0.443Y0.557,Er,Y,0.4431650115816965,0.5568349884183035,1721.8071444581624,3313.966621797682,6462.583307693009,1.2288633002316338,1.777841749420915,0.020000000000000018,,,binary
Sr0.380Ir0.620,Sr,Ir,0.38041425102381754,0.6195857489761825,2240.9623028613514,3300.0972777476386,14622.579216255008,1.724482186220228,1.5972692631654815,1.2500000000000002,,,binary
Lu0.561Er0.439,Lu,Er,0.5608966535193736,0.43910334648062643,1868.320319204873,3491.9882717020128,9593.63752052378,1.2568268996055814,1.75,0.030000000000000027,,,binary
Hg0.304Cu0.696,Hg,Cu,0.30361442254269855,0.6963855774573015,1061.001966983443,2623.8561947200524,6455.654214857605,1.9303614422542699,1.395542163381405,0.10000000000000009,,,binary
Ru0.327Fe0.673,Ru,Fe,0.32661333440716467,0.6733866655928353,2164.921060085287,2992.52352634043,9389.378546139993,1.9508469337306509,1.3673386665592835,0.3700000000000001,,,binary
La0.306Au0.694,La,Au,0.3062439810575307,0.6937560189424693,1355.1363564765118,3558.826062748077,14214.331648668327,2.0990086672771557,1.5337463886345186,1.44,,,binary
Al0.695Tm0.305,Al,Tm,0.6949165450896173,0.3050834549103827,1124.0215939587963,2468.084561951532,4973.142638899502,1.5001699562322623,1.4025417274551912,0.3600000000000001,,,binary
Al0.518Pr0.482,Al,Pr,0.5180325038303649,0.4819674961696351,1175.973980838405,3034.692984705277,5016.519438816261,1.3786556018385752,1.5391804977017811,0.4800000000000002,,,binary
Y0.400Al0.600,Y,Al,0.4000239053639538,0.5999760946360462,1295.5044352145226,3080.057039762326,3336.7848086145336,1.4539906769080582,1.4700131479501746,0.3900000000000001,,,binary
Tc0.743Er0.257,Tc,Er,0.7434297222846848,0.25657027771531515,2438.270566884971,4315.648892644998,13350.583695804144,1.730663616707892,1.4526281110861263,0.6599999999999999,,,binary
Au0.185Os0.815,Au,Os,0.18526657315956696,0.814733426840433,2690.6088708572693,5138.687236354791,20832.696477923724,2.262990634874253,1.3092633286579785,0.33999999999999986,,,binary
Hg0.568Tb0.432,Hg,Tb,0.5682961479045912,0.43170385209540885,763.7008060967269,1868.1845811208839,3596.909009454625,1.611466533114132,1.607925963023852,0.8999999999999999,,,binary
Pd0.439La0.561,Pd,La,0.4388492379466905,0.5611507620533095,1901.1562451608972,3455.674838670606,7739.022810077054,1.5827341617413597,1.7086329191293201,1.1,,,binary
Os0.320Eu0.680,Os,Eu,0.32044843430399106,0.6795515656960089,1855.5417009946627,2311.6395063970895,10709.512274313309,1.520448434303991,1.673753361132805,1.0000000000000002,,,binary
Ho0.704Pt0.296,Ho,Pt,0.7039775204878668,0.29602247951213323,1827.9219199104193,3583.9204975780804,13645.256355969368,1.5408236034877398,1.6315910081951466,1.0499999999999998,,,binary
Au0.727Ce0.273,Au,Ce,0.72703073357083,0.27296926642916997,1200.1694956679414,3217.3772900493864,14642.70199398954,2.152383641670579,1.4864846332145851,1.42,,,binary
Sr0.396Nb0.604,Sr,Nb,0.39617037510331765,0.6038296248966823,1842.267003883533,3799.2737554791447,5424.991934260133,1.3424892561828434,1.6678937063068247,0.6500000000000001,,,binary
Ce0.303Sr0.697,Ce,Sr,0.3030221163541571,0.6969778836458429,1011.6924195166938,2030.0279432741881,4072.1426536078106,1.0015137597802066,1.9545466825468765,0.17000000000000015,,,binary
Hf0.375Pr0.625,Hf,Pr,0.37548504337188293,0.6245149566281171,2000.790367940389,3528.0862321854474,7449.9952227915355,1.1938324573732202,1.7373544869884352,0.17000000000000015,,,binary
Tm0.689Pt0.311,Tm,Pt,0.6886259444836885,0.3113740555163115,1863.9878030320817,2811.2324528326253,13269.50264165433,1.570715277181801,1.6254503777934755,1.0299999999999998,,,binary
Dy0.698Ni0.302,Dy,Ni,0.6982513560639101,0.3017486439360899,1618.855640620445,2885.3286947180704,8976.941396856519,1.4282065643159019,1.6293005424255642,0.69,,,binary
Mg0.859Er0.141,Mg,Er,0.8593961427318758,0.1406038572681242,1155.481329582084,1297.645531418772,2666.209898489015,1.3001577299912312,1.535150964317031,0.07000000000000006,,,binary
Co0.507Tc0.493,Co,Tc,0.5066748344931656,0.49332516550683436,2139.3652488574503,3505.7239544745094,11945.43408431979,1.8898665033101367,1.35,0.020000000000000018,,,binary
W0.591Ce0.409,W,Ce,0.5912202936235511,0.4087797063764489,2454.586158507911,4910.368241453088,14900.160985417459,1.8531131640932035,1.5543898531882245,1.2399999999999998,,,binary
Ho0.142Tm0.858,Ho,Tm,0.14164223766766793,0.8583577623323321,1699.3099849966434,1901.4317736120797,8850.140938291433,1.2471671552466466,1.75,0.020000000000000018,,,binary
Ir0.104Gd0.896,Ir,Gd,0.10423250677805758,0.8957674932219424,1880.8331959223801,3522.9611429197016,8639.433019114334,1.3042325067780574,1.753095371949874,1.0000000000000002,,,binary
Fe0.477Zn0.523,Fe,Zn,0.477334928070675,0.522665071929325,1340.0262634984856,2042.8292253707525,7108.234826231466,1.7359202870527215,1.3738667464035337,0.18000000000000016,,,binary
Sm0.171Hg0.829,Sm,Hg,0.17051255145120886,0.8294874485487911,430.03740810908715,944.0149079373779,1552.392982010441,1.8584745822954964,1.559679393007923,0.8300000000000001,,,binary
Pd0.397Ru0.603,Pd,Ru,0.3966681008341296,0.6033318991658704,2488.115512920261,4410.541692406559,11613.440293460566,2.2,1.339666810083413,0.0,,,binary
Sm0.680V0.320,Sm,V,0.6795957707424521,0.32040422925754786,1447.975054056597,2606.0717568865775,7029.271406346826,1.3173859454584718,1.689797885371226,0.45999999999999996,,,binary
